OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID_Data,B00001e1,Total_Poverty_Status,Poverty_Under_5,Poverty_5to99,Poverty_1to124,Poverty_125to149,Poverty_150to184,Poverty_185to199,Poverty_over2,POV_UNDER_1,Means_Transport,Transport_Car_Total,Transport_Car_Drove_Alone,Transport_Carpooled,Transport_Carpooled_2p,Transport_Carpooled_3p,Transport_Carpooled_4p,Transport_Carpooled_5to6p,Transport_Carpooled_7p,Transport_Public_Trans_Total,Transport_PT_Bus,Transport_PT_Trolley,Transport_PT_Subway,Transport_PT_Railroad,Transport_PT_Ferry,Transport_Taxi,Transport_Motorcycle,Transport_Bicycle,Transport_Walked,Transport_Other,Transport_Worked_at_Home,Employment_Status_Total,Emp_Labor_Force_Total,Emp_Civilian_Labor_Force_Total,Emp_Civilian_Labor_Force_EMPLO,Emp_Civilian_Labor_Force_UNEMP,Emp_Labor_Force_Armed_Forces,Emp_Status_Force_Not_in_Labor_,Median_Household_Income,Race_Total,Race_White,Race_Black,Race_American_Indian_Alaskan,Race_Asian,Race_Native_Hawaiian_Pacific,Race_Other,Race_2_or_more,Race_2_or_more_inc_other,Race_2_or_more_ex_other,Vacant_Housing_Units,Shape__Area,Shape__Length
164,29,510,123200,3,2.95101E+11,Block Group 3,G5030,S,512878,0,38.6139648,-90.2175377,15000US295101232003,93,915,112,70,12,48,8,20,645,182,624,538,495,43,36,0,7,0,0,50,41,0,9,0,0,0,9,0,8,9,10,871,682,682,633,49,0,189,67938,915,664,233,0,18,0,0,0,0,0,104,5.30E-05,0.029292121
165,29,510,123300,1,2.95101E+11,Block Group 1,G5030,S,203181,0,38.6046019,-90.2125232,15000US295101233001,68,792,27,70,9,6,64,44,572,97,566,498,485,13,13,0,0,0,0,8,8,0,0,0,0,0,0,0,13,0,47,689,589,589,579,10,0,100,74348,792,659,133,0,0,0,0,0,0,0,54,2.10E-05,0.021386182
166,29,510,123300,2,2.95101E+11,Block Group 2,G5030,S,265922,0,38.6034637,-90.2189587,15000US295101233002,120,1353,72,80,7,193,141,29,831,152,842,741,709,32,9,23,0,0,0,33,33,0,0,0,0,9,0,10,21,10,18,1059,894,887,835,52,7,165,55833,1360,862,433,5,0,0,11,49,0,49,67,2.75E-05,0.024195819
167,29,183,311147,2,2.91833E+11,Block Group 2,G5030,S,830951,0,38.7399156,-90.5640858,15000US291833111472,107,1535,0,188,6,52,68,20,1201,188,867,814,786,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1238,891,891,881,10,0,347,82656,1535,1490,0,0,45,0,0,0,0,0,19,8.61E-05,0.043054948
168,29,183,311145,2,2.91833E+11,Block Group 2,G5030,S,371574,0,38.7445797,-90.551632,15000US291833111452,50,529,0,0,26,22,0,0,481,0,269,251,203,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,446,311,302,271,31,9,135,105865,545,483,26,0,0,0,36,0,0,0,0,3.85E-05,0.02565077
169,29,183,311152,1,2.91833E+11,Block Group 1,G5030,S,4607119,0,38.7454199,-90.7124134,15000US291833111521,440,4675,34,88,47,58,45,0,4403,122,2385,2270,2088,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,105,3597,2498,2498,2433,65,0,1099,93547,4675,4499,66,0,18,0,0,92,0,92,0,0.000477382,0.100848292
170,29,183,311148,2,2.91833E+11,Block Group 2,G5030,S,727893,0,38.7307766,-90.5579164,15000US291833111482,72,755,17,41,0,0,11,11,675,58,416,404,349,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,652,452,452,416,36,0,200,81750,755,613,24,0,5,0,23,90,43,47,0,7.54E-05,0.05161467
171,29,71,801101,2,2.90718E+11,Block Group 2,G5030,S,1031997,0,38.2066559,-91.1552578,15000US290718011012,54,732,58,81,88,101,143,28,233,139,257,228,186,42,15,0,0,0,27,0,0,0,0,0,0,0,0,0,0,22,7,638,328,328,264,64,0,310,24922,732,730,2,0,0,0,0,0,0,0,40,0.000106151,0.056921023
172,29,71,801101,4,2.90718E+11,Block Group 4,G5030,S,1280880,0,38.2101071,-91.1675934,15000US290718011014,72,1062,154,139,178,155,52,69,315,293,461,437,398,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,819,559,559,461,98,0,260,23220,1062,1032,19,0,0,0,0,11,0,11,12,0.000131757,0.051796059
173,29,219,820102,1,2.92198E+11,Block Group 1,G5030,S,6926813,283781,38.8146444,-91.1691136,15000US292198201021,61,1163,9,50,73,43,238,37,713,59,314,314,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,356,356,314,42,0,535,43939,1163,1084,35,0,35,0,0,9,0,9,147,0.000747846,0.166707765
174,29,219,820202,2,2.92198E+11,Block Group 2,G5030,S,125179412,4380580,38.6653165,-91.1773165,15000US292198202022,43,925,74,24,228,0,37,0,562,98,363,308,293,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,55,630,373,373,363,10,0,257,39412,957,947,0,0,0,10,0,0,0,0,34,0.013411127,0.632207949
175,29,219,820103,1,2.92198E+11,Block Group 1,G5030,S,51569048,1311474,38.850092,-91.0230715,15000US292198201031,211,3739,105,3,198,216,173,181,2863,108,1681,1550,1284,266,125,117,17,7,0,0,0,0,0,0,0,0,0,0,20,0,111,2785,1891,1891,1755,136,0,894,72753,3739,3471,99,0,0,20,12,137,0,137,74,0.005487263,0.373004981
176,29,219,820101,1,2.92198E+11,Block Group 1,G5030,S,118637795,918934,38.9145359,-91.227499,15000US292198201011,66,1165,60,0,49,48,28,0,980,60,480,408,386,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,985,499,499,480,19,0,486,46813,1165,1132,0,13,20,0,0,0,0,0,84,0.012416449,0.541275719
177,29,219,820103,3,2.92198E+11,Block Group 3,G5030,S,44337284,478159,38.7921643,-91.0084843,15000US292198201033,222,3042,248,101,2,8,137,228,2318,349,1498,1443,1260,183,160,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,55,2453,1527,1527,1503,24,0,926,66849,3042,2964,54,18,0,0,0,6,0,6,111,0.004646952,0.388387867
178,29,219,820102,5,2.92198E+11,Block Group 5,G5030,S,28631040,1056557,38.7869137,-91.1143131,15000US292198201025,122,1630,276,34,153,61,5,4,1097,310,709,666,499,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,30,1366,815,815,709,106,0,551,49514,1662,1562,32,0,12,0,0,56,0,56,236,0.003077863,0.351554713
179,29,219,820101,3,2.92198E+11,Block Group 3,G5030,S,58710026,803362,38.8158726,-91.2476323,15000US292198201013,69,915,0,3,0,30,23,62,797,3,403,402,328,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,688,453,453,403,50,0,235,70536,915,915,0,0,0,0,0,0,0,0,46,0.006172381,0.353209158
180,29,219,820103,2,2.92198E+11,Block Group 2,G5030,S,4228724,34857,38.8255559,-91.0210561,15000US292198201032,53,1319,454,27,0,231,102,41,464,481,579,553,411,142,0,118,24,0,0,0,0,0,0,0,0,0,0,0,26,0,0,952,640,640,579,61,0,312,24875,1319,1017,82,0,0,0,174,46,0,46,169,0.000442277,0.146983683
181,29,219,820202,1,2.92198E+11,Block Group 1,G5030,S,244938745,4525367,38.7685641,-91.3208262,15000US292198202021,88,2081,84,174,34,0,13,101,1675,258,1042,1020,914,106,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1953,1122,1122,1042,80,0,831,61706,2101,2101,0,0,0,0,0,0,0,0,194,0.025854157,0.779726142
182,29,219,820102,4,2.92198E+11,Block Group 4,G5030,S,28985404,452359,38.7744268,-91.1545898,15000US292198201024,150,2536,181,215,121,0,56,283,1680,396,1064,1039,960,79,52,0,14,13,0,0,0,0,0,0,0,0,0,0,15,0,10,1915,1095,1095,1077,18,0,820,53833,2536,2314,81,14,19,43,0,65,0,65,45,0.003051491,0.393491229
183,29,219,820102,2,2.92198E+11,Block Group 2,G5030,S,6701780,215392,38.8171528,-91.1004945,15000US292198201022,245,1723,160,218,29,173,172,81,890,378,733,715,642,73,18,5,50,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1276,811,811,747,64,0,465,41985,1723,1558,79,5,0,10,19,52,11,41,71,0.00071743,0.161960054
184,29,219,820102,3,2.92198E+11,Block Group 3,G5030,S,674144,0,38.8090161,-91.1449066,15000US292198201023,51,575,8,178,39,0,35,0,315,186,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,170,170,170,0,0,286,40901,675,468,27,0,0,0,0,180,0,180,81,6.99E-05,0.041123078
185,29,186,960200,1,2.9187E+11,Block Group 1,G5030,S,11774006,3614407,38.0014403,-90.0644132,15000US291869602001,81,919,27,127,32,0,59,40,634,154,396,358,346,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,805,426,426,396,30,0,379,41908,988,845,115,0,0,0,0,28,0,28,71,0.001578394,0.222930245
186,29,186,960100,4,2.9187E+11,Block Group 4,G5030,S,82677947,7083438,38.0582857,-90.2354537,15000US291869601004,244,1446,22,87,104,30,166,20,1017,109,694,663,610,53,47,3,1,0,2,0,0,0,0,0,0,0,0,0,27,0,4,1268,745,745,694,51,0,523,49139,1449,1404,8,0,0,0,2,35,0,35,5,0.009214681,0.586283392
187,29,219,820202,3,2.92198E+11,Block Group 3,G5030,S,20769649,90685,38.6505342,-91.0480362,15000US292198202023,350,1744,62,32,83,87,249,7,1224,94,876,851,775,76,55,4,17,0,0,0,0,0,0,0,0,0,3,0,5,0,17,1285,905,905,878,27,0,380,60000,1744,1710,0,0,0,0,22,12,0,12,56,0.00215868,0.211236126
188,29,186,960300,2,2.9187E+11,Block Group 2,G5030,S,87783761,431451,37.9971413,-90.1397139,15000US291869603002,153,1691,25,102,0,71,50,0,1443,127,893,829,700,129,111,8,0,0,10,0,0,0,0,0,0,0,0,0,9,5,50,1383,965,965,924,41,0,418,70929,1700,1700,0,0,0,0,0,0,0,0,45,0.009048038,0.499989505
189,29,186,960300,3,2.9187E+11,Block Group 3,G5030,S,44802671,792519,37.9423566,-90.187549,15000US291869603003,98,1089,0,81,30,9,124,20,825,81,530,502,429,73,42,31,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,943,549,549,530,19,0,394,53646,1089,1089,0,0,0,0,0,0,0,0,61,0.004672908,0.43631533
190,29,510,118600,1,2.95101E+11,Block Group 1,G5030,S,2281502,0,38.6323398,-90.2486369,15000US295101186001,226,1233,335,146,18,73,53,17,591,481,926,606,565,41,21,0,10,0,10,15,15,0,0,0,0,0,0,9,234,0,62,2050,981,981,949,32,0,1069,47969,2092,1429,369,0,192,0,33,69,0,69,130,0.000236038,0.087492526
191,29,186,960100,3,2.9187E+11,Block Group 3,G5030,S,176604110,297425,38.0077335,-90.2962323,15000US291869601003,120,1910,14,404,37,100,198,81,1076,418,772,716,608,108,94,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1498,822,822,784,38,0,676,43304,1924,1924,0,0,0,0,0,0,0,0,208,0.018147771,0.673091492
192,29,189,211333,2,2.91892E+11,Block Group 2,G5030,S,1683575,0,38.8090684,-90.3702825,15000US291892113332,101,2268,56,196,290,177,246,58,1245,252,1049,1033,963,70,51,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1867,1190,1190,1065,125,0,677,35868,2268,876,1057,0,257,0,0,78,0,78,231,0.000174602,0.057573798
193,29,189,211333,1,2.91892E+11,Block Group 1,G5030,S,3799736,0,38.8018747,-90.3833865,15000US291892113331,141,2216,0,159,0,25,29,0,2003,159,1245,1200,1152,48,48,0,0,0,0,5,5,0,0,0,0,0,15,0,0,0,25,1718,1245,1245,1245,0,0,473,92773,2242,1687,537,0,18,0,0,0,0,0,0,0.000394029,0.097799047
194,29,510,116400,4,2.95101E+11,Block Group 4,G5030,S,134767,0,38.5862938,-90.2428799,15000US295101164004,55,1231,239,263,289,59,278,0,103,502,438,226,226,0,0,0,0,0,0,177,165,0,0,12,0,0,0,0,24,11,0,871,563,563,438,125,0,308,20833,1231,281,892,0,18,0,28,12,0,12,69,1.39E-05,0.014842534
195,29,510,123200,1,2.95101E+11,Block Group 1,G5030,S,171818,0,38.6146699,-90.2084686,15000US295101232001,53,666,187,0,0,62,104,0,313,187,335,276,257,19,19,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,33,490,376,376,370,6,0,114,40179,666,334,313,0,4,0,0,15,0,15,12,1.78E-05,0.018765236
196,29,510,114101,3,2.95101E+11,Block Group 3,G5030,S,327338,0,38.5920135,-90.2854792,15000US295101141013,47,845,57,106,12,11,22,46,591,163,506,476,264,212,187,0,0,25,0,14,14,0,0,0,0,0,0,0,0,0,16,770,543,543,514,29,0,227,48237,845,579,221,0,0,0,0,45,0,45,24,3.38E-05,0.030040462
197,29,510,105198,3,2.95101E+11,Block Group 3,G5030,S,133527,0,38.6516124,-90.298456,15000US295101051983,69,871,421,42,8,0,71,0,329,463,314,233,214,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,23,787,370,370,322,48,0,417,,876,676,125,0,59,0,16,0,0,0,154,1.38E-05,0.015790766
198,29,189,211000,1,2.91892E+11,Block Group 1,G5030,S,1139755,0,38.8010441,-90.2984382,15000US291892110001,84,1778,57,65,0,82,65,0,1509,122,941,758,666,92,92,0,0,0,0,97,97,0,0,0,0,32,0,0,0,25,29,1490,1149,1149,1039,110,0,341,51987,1805,445,1212,0,43,0,27,78,0,78,57,0.00011819,0.050337873
199,29,189,211000,2,2.91892E+11,Block Group 2,G5030,S,1365692,0,38.7916854,-90.2979569,15000US291892110002,77,2009,88,102,148,44,17,12,1598,190,1006,915,882,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,77,1487,1095,1095,1006,89,0,392,55357,2009,761,764,0,89,0,0,395,0,395,76,0.000141601,0.053231095
200,29,189,211000,3,2.91892E+11,Block Group 3,G5030,S,681064,0,38.7915992,-90.312672,15000US291892110003,66,1114,13,0,0,146,0,0,955,13,576,548,486,62,62,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,15,943,651,651,621,30,0,292,57545,1114,991,109,0,0,0,0,14,0,14,74,7.06E-05,0.036895857
201,29,189,211331,1,2.91892E+11,Block Group 1,G5030,S,1159428,0,38.7977027,-90.3577281,15000US291892113311,170,2204,65,158,0,382,98,199,1302,223,1169,1051,1000,51,51,0,0,0,0,42,42,0,0,0,0,0,0,0,10,0,66,1782,1217,1217,1180,37,0,565,63125,2388,1635,679,0,26,0,0,48,0,48,128,0.000120225,0.05182927
202,29,189,211331,3,2.91892E+11,Block Group 3,G5030,S,390188,0,38.8013135,-90.3503673,15000US291892113313,96,1137,290,0,30,0,16,11,790,290,617,605,563,42,9,33,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,946,634,634,617,17,0,312,62639,1312,663,598,0,0,0,0,51,0,51,0,4.05E-05,0.028052462
203,29,510,105300,1,2.95101E+11,Block Group 1,G5030,S,320187,0,38.6563425,-90.2827914,15000US295101053001,54,602,85,152,23,89,38,50,165,237,249,164,146,18,18,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,513,294,294,256,38,0,219,20833,602,8,586,0,0,0,0,8,0,8,162,3.31E-05,0.025092544
204,29,510,107400,1,2.95101E+11,Block Group 1,G5030,S,221804,0,38.6926065,-90.2524341,15000US295101074001,74,877,162,234,0,47,112,0,322,396,329,302,267,35,35,0,0,0,0,18,18,0,0,0,0,0,0,0,0,9,0,664,408,408,329,79,0,256,26250,877,0,877,0,0,0,0,0,0,0,83,2.30E-05,0.022916126
205,29,189,210704,1,2.91892E+11,Block Group 1,G5030,S,846196,7512,38.7904653,-90.2281986,15000US291892107041,131,1917,63,104,162,272,283,57,976,167,901,718,655,63,57,6,0,0,0,99,99,0,0,0,0,0,0,0,21,0,63,1410,1085,1085,948,137,0,325,34471,1917,117,1598,8,0,0,0,194,0,194,57,8.85E-05,0.047428498
206,29,189,210702,1,2.91892E+11,Block Group 1,G5030,S,2648386,0,38.7779998,-90.2279252,15000US291892107021,90,1556,165,25,0,68,73,0,1225,190,654,559,513,46,46,0,0,0,0,52,52,0,0,0,0,0,0,0,0,43,0,1475,800,800,670,130,0,675,65372,1623,615,1008,0,0,0,0,0,0,0,71,0.000274544,0.067385352
207,29,189,210702,2,2.91892E+11,Block Group 2,G5030,S,1025328,0,38.7841464,-90.2120231,15000US291892107022,104,2017,19,103,212,127,134,58,1364,122,862,801,720,81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1498,1114,1114,900,214,0,384,65335,2017,233,1741,0,0,0,0,43,0,43,131,0.000106299,0.042099511
208,29,189,210805,3,2.91892E+11,Block Group 3,G5030,S,1221612,0,38.7889744,-90.2769337,15000US291892108053,85,1518,2,43,73,22,246,0,1132,45,819,692,629,63,63,0,0,0,0,90,90,0,0,0,0,0,0,0,0,23,14,1300,860,860,819,41,0,440,43088,1522,421,1094,0,0,0,0,7,7,0,80,0.000126657,0.063144472
209,29,189,211000,4,2.91892E+11,Block Group 4,G5030,S,358549,0,38.7947744,-90.3161714,15000US291892110004,27,475,0,11,107,13,0,0,344,11,278,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,438,278,278,278,0,0,160,66979,475,314,161,0,0,0,0,0,0,0,19,3.72E-05,0.034752993
210,29,189,211000,5,2.91892E+11,Block Group 5,G5030,S,808247,0,38.7997766,-90.3076844,15000US291892110005,59,1447,0,31,0,329,53,14,1020,31,680,617,602,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,49,1102,695,695,680,15,0,407,46154,1447,662,785,0,0,0,0,0,0,0,0,8.38E-05,0.048879962
211,29,189,211101,1,2.91892E+11,Block Group 1,G5030,S,400625,0,38.785174,-90.3215261,15000US291892111011,68,778,0,207,50,43,0,0,478,207,383,371,371,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,634,400,400,400,0,0,234,62898,904,812,88,0,4,0,0,0,0,0,0,4.15E-05,0.027152407
212,29,189,211101,2,2.91892E+11,Block Group 2,G5030,S,590891,0,38.7837678,-90.3139192,15000US291892111012,53,899,0,0,56,179,0,0,664,0,411,384,358,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,673,422,422,422,0,0,251,72500,899,511,363,0,0,0,0,25,0,25,115,6.13E-05,0.042466887
213,29,189,211101,3,2.91892E+11,Block Group 3,G5030,S,669461,0,38.7845067,-90.3063083,15000US291892111013,72,1581,60,14,26,25,85,87,1284,74,660,564,539,25,25,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,47,1234,749,749,717,32,0,485,52788,1581,847,716,0,0,0,0,18,0,18,168,6.94E-05,0.035309364
214,29,189,211102,2,2.91892E+11,Block Group 2,G5030,S,3163775,0,38.7784369,-90.2848971,15000US291892111022,145,2675,81,283,110,52,216,0,1933,364,1185,1009,844,165,107,19,0,0,39,48,21,0,27,0,0,0,0,0,33,39,56,2500,1387,1387,1239,148,0,1113,37923,2844,708,1944,0,26,0,8,158,0,158,49,0.000327974,0.096301258
215,29,189,211102,3,2.91892E+11,Block Group 3,G5030,S,377374,0,38.7824172,-90.2955939,15000US291892111023,57,2064,246,69,0,0,463,18,1268,315,820,688,622,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1503,1041,1041,839,202,0,462,51824,2133,701,751,0,0,0,256,425,0,425,17,3.91E-05,0.030339377
216,29,189,211331,4,2.91892E+11,Block Group 4,G5030,S,422722,0,38.7962916,-90.3441662,15000US291892113314,53,1030,69,51,32,160,15,0,703,120,546,546,531,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,584,584,546,38,0,242,35875,1030,519,453,0,15,0,0,43,0,43,39,4.38E-05,0.027429942
217,29,189,211332,1,2.91892E+11,Block Group 1,G5030,S,1433886,0,38.7842815,-90.3687301,15000US291892113321,100,1579,166,85,0,46,0,0,1282,251,841,717,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1264,990,990,841,149,0,274,54848,1579,1337,74,0,0,0,22,146,0,146,45,0.000148657,0.056763107
218,29,189,211332,2,2.91892E+11,Block Group 2,G5030,S,831128,0,38.7922857,-90.3664963,15000US291892113322,104,1997,72,57,0,83,302,0,1483,129,1090,1027,944,83,60,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1566,1129,1129,1090,39,0,437,64814,1997,1592,264,0,39,0,46,56,0,56,92,8.62E-05,0.050167858
219,29,510,114300,3,2.95101E+11,Block Group 3,G5030,S,183190,0,38.5834185,-90.2812477,15000US295101143003,40,727,8,31,17,0,118,11,542,39,473,473,457,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,649,486,486,473,13,0,163,44703,727,594,108,0,8,0,17,0,0,0,0,1.89E-05,0.01987146
220,29,189,210806,2,2.91892E+11,Block Group 2,G5030,S,1915491,7110,38.7897503,-90.2477583,15000US291892108062,73,1494,129,19,0,89,289,0,968,148,748,685,672,13,0,13,0,0,0,13,13,0,0,0,0,0,0,0,0,29,21,1137,813,813,748,65,0,324,51610,1494,209,1271,0,0,0,0,14,0,14,89,0.000199334,0.065328632
221,29,189,210806,1,2.91892E+11,Block Group 1,G5030,S,1237464,8989,38.7934657,-90.2342331,15000US291892108061,79,1450,5,49,191,31,52,0,1122,54,705,683,651,32,15,17,0,0,0,20,20,0,0,0,0,0,0,0,0,0,2,1245,795,795,720,75,0,450,68171,1457,155,1284,0,0,0,0,18,7,11,91,0.000129239,0.048537666
222,29,189,210805,1,2.91892E+11,Block Group 1,G5030,S,1844713,0,38.7770468,-90.2446967,15000US291892108051,57,787,19,90,1,91,194,18,374,109,235,199,199,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,14,766,259,259,259,0,0,507,26556,882,159,680,4,0,22,17,0,0,0,149,0.000191229,0.063955494
223,29,189,211201,2,2.91892E+11,Block Group 2,G5030,S,1556113,0,38.7816681,-90.3485557,15000US291892112012,83,2747,331,250,67,59,699,10,1331,581,1261,1148,965,183,138,0,0,45,0,0,0,0,0,0,0,0,0,0,98,0,15,2221,1555,1555,1280,275,0,666,36907,2747,1207,1343,0,0,0,0,197,0,197,0,0.000161323,0.057400949
224,29,189,211201,1,2.91892E+11,Block Group 1,G5030,S,1922881,0,38.7929446,-90.3349638,15000US291892112011,91,2083,67,29,37,43,30,22,1855,96,1039,980,917,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,1669,1200,1200,1146,54,0,469,59190,2083,1911,129,0,0,13,0,30,0,30,32,0.000199376,0.073094316
225,29,189,211202,1,2.91892E+11,Block Group 1,G5030,S,452134,0,38.7948292,-90.3209628,15000US291892112021,58,546,0,32,16,28,12,0,458,32,259,249,241,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,444,300,300,292,8,0,144,63750,546,481,65,0,0,0,0,0,0,0,31,4.69E-05,0.031036666
226,29,189,211202,2,2.91892E+11,Block Group 2,G5030,S,939210,0,38.786724,-90.3293114,15000US291892112022,129,1292,27,60,70,37,97,15,986,87,634,614,568,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1083,659,659,634,25,0,424,46691,1292,1108,104,22,0,0,0,58,47,11,101,9.74E-05,0.046365052
227,29,189,211332,3,2.91892E+11,Block Group 3,G5030,S,319469,0,38.7917312,-90.3598395,15000US291892113323,41,757,0,24,55,0,46,0,632,24,443,443,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,443,443,443,0,0,212,85672,774,575,199,0,0,0,0,0,0,0,0,3.31E-05,0.029006747
228,29,510,117400,6,2.95101E+11,Block Group 6,G5030,S,157964,0,38.6122189,-90.2430483,15000US295101174006,68,688,38,20,19,0,0,0,611,58,321,289,276,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,567,324,324,321,3,0,243,36447,688,490,119,0,57,0,0,22,0,22,8,1.63E-05,0.016895633
229,29,510,114101,4,2.95101E+11,Block Group 4,G5030,S,303675,0,38.5946201,-90.2850622,15000US295101141014,77,1179,40,0,0,40,25,0,1074,40,762,745,626,119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1000,813,813,762,51,0,187,91829,1202,1147,0,0,55,0,0,0,0,0,0,3.14E-05,0.029895165
230,29,510,115100,3,2.95101E+11,Block Group 3,G5030,S,143787,0,38.5843153,-90.2691603,15000US295101151003,57,530,48,30,44,39,41,22,306,78,331,310,252,58,33,25,0,0,0,8,8,0,0,0,0,0,0,0,13,0,0,491,346,346,331,15,0,145,32188,537,453,75,0,0,0,0,9,0,9,0,1.49E-05,0.016614545
231,29,510,106400,1,2.95101E+11,Block Group 1,G5030,S,172035,0,38.6767971,-90.256045,15000US295101064001,25,431,149,56,38,0,80,0,108,205,192,132,132,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,13,29,0,381,259,259,192,67,0,122,11344,431,0,431,0,0,0,0,0,0,0,131,1.78E-05,0.020087129
232,29,189,214900,3,2.91892E+11,Block Group 3,G5030,S,1363827,0,38.6981923,-90.4009956,15000US291892149003,103,2167,256,77,51,65,211,21,1486,333,1170,1134,875,259,259,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,23,1777,1252,1252,1186,66,0,525,43565,2175,1137,534,0,182,0,47,275,0,275,84,0.000141226,0.060039705
233,29,189,214900,4,2.91892E+11,Block Group 4,G5030,S,1431469,0,38.7158,-90.3951806,15000US291892149004,69,1509,45,73,84,35,30,28,1214,118,752,623,587,36,36,0,0,0,0,40,40,0,0,0,0,0,89,0,0,0,0,1098,798,798,767,31,0,300,48262,1509,860,450,0,97,0,90,12,0,12,13,0.000148266,0.048938337
234,29,189,215001,1,2.91892E+11,Block Group 1,G5030,S,6267970,0,38.7062131,-90.4343505,15000US291892150011,278,2869,204,252,47,66,226,173,1901,456,1598,1430,1292,138,111,9,18,0,0,57,32,0,25,0,0,0,0,13,17,25,56,2351,1730,1713,1589,124,17,621,58000,2869,1558,311,0,724,0,46,230,10,220,66,0.000649126,0.123661394
235,29,189,215232,2,2.91892E+11,Block Group 2,G5030,S,1476147,0,38.6585516,-90.5335084,15000US291892152322,136,2151,61,26,0,0,0,0,2064,87,1016,918,894,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,85,1762,1105,1105,1060,45,0,657,130357,2151,1623,230,0,289,0,0,9,0,9,0,0.000152773,0.059733718
236,29,189,215232,4,2.91892E+11,Block Group 4,G5030,S,1214439,0,38.650127,-90.5149531,15000US291892152324,85,1259,26,42,177,0,16,0,998,68,288,214,202,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1240,288,288,288,0,0,952,72532,1346,1085,19,0,242,0,0,0,0,0,0,0.000125673,0.069905252
237,29,189,215301,1,2.91892E+11,Block Group 1,G5030,S,3132317,0,38.6647285,-90.413311,15000US291892153011,182,1759,9,23,48,27,36,48,1568,32,745,632,552,80,35,45,0,0,0,21,10,0,11,0,0,0,0,0,11,0,81,1386,852,852,788,64,0,534,101806,1759,1387,109,0,227,0,0,36,0,36,62,0.000324205,0.073839056
238,29,99,700206,3,2.90997E+11,Block Group 3,G5030,S,3126769,0,38.4333884,-90.4760448,15000US290997002063,194,2359,283,174,73,172,179,162,1316,457,1022,992,950,42,34,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1549,1204,1204,1040,164,0,345,57525,2372,2310,12,0,0,0,16,34,0,34,90,0.000322608,0.089246709
